item,parent,label,original_point_cloud_count,minimal_bounding_box_volume,mesh_volume,date_created,user
root,
Stones,root
GuberNaturSteine,Stones
a8f88e5e-9d32-4a4e-aba2-b762ffe6e0d9,BatchA2,,341603,0.043635092639809636,0.019409894596965162,2021-09-03T18:38:25Z,broyet
738f74d1-7c2d-422b-8b33-598ed99a0e37,BatchA2,,248314,0.025622257647202488,0.012581917551842353,2021-09-03T18:38:47Z,broyet
8201280b-5a6a-4e18-8d51-90955663d3b2,BatchA2,,295779,0.033874005296029422,0.014003346611676334,2021-09-03T18:39:15Z,broyet
de26c97d-9b29-42ea-9138-10c2da36d6cc,BatchA2,,319509,0.040881313520037231,0.0178292707772666,2021-09-03T18:39:43Z,broyet
9275863d-f4a3-46f4-9ff1-10b08ff91b73,BatchA2,,235435,0.031996737438707075,0.011929042195944713,2021-09-03T18:40:06Z,broyet
6ee27524-50cd-4603-8b57-eb66394ead22,BatchA2,,200358,0.028840882458657489,-0.010405086435000002,2021-09-03T18:40:25Z,broyet
96643e99-2bcc-471a-a42f-ba7f81fa112d,BatchA2,,293537,0.038495284932259212,0.011673405841912274,2021-09-03T18:40:52Z,broyet
1ba4ee97-6297-4fa3-be8a-b4583f78c4d0,BatchA2,,215431,0.025811783878328134,0.011119836503350177,2021-09-03T18:41:16Z,broyet
21c11652-eb39-4d3d-bc6c-ccab266e67bf,BatchA2,,266583,0.038002247414427842,0.016606222289295796,2021-09-03T18:41:41Z,broyet
fb84520b-e11d-4a79-aede-c70abb73d3ad,BatchA2,,331247,0.048402844156095422,0.022233531677756033,2021-09-03T18:42:12Z,broyet
0bdb3395-b060-482a-aee7-e45fa691c52f,BatchA2,,247082,0.037396305438774258,-0.013491296653187277,2021-09-03T18:42:34Z,broyet
d8e700b0-fe8e-4143-a890-444a8d36f91b,BatchA2,,212515,0.036072659024272105,-0.012855848206963822,2021-09-03T18:42:53Z,broyet
180f7a8f-57d1-48bb-9b00-dbd016d36b46,BatchA2,,200787,0.036733307756157026,0.013587478555631199,2021-09-03T18:43:11Z,broyet
868be226-5aa4-47b5-b01d-6f87868286a0,BatchA2,,269881,0.047795256113582256,0.019106848608042952,2021-09-03T18:43:36Z,broyet
f0e7e234-3a97-4e47-ae32-45ceda2d5f20,BatchA2,,323337,0.044223987079274635,0.015939449697442092,2021-09-03T18:44:04Z,broyet
7737f411-163c-4165-8695-9ede14d0d668,BatchA2,,204819,0.039794420830762824,0.014015334577652944,2021-09-03T18:44:21Z,broyet
11abf4e5-632b-4188-ae00-b335fccfa5b0,BatchA2,,150939,0.033593545331041398,0.011746933674143749,2021-09-03T18:44:35Z,broyet
Test,root
DemoBatch,Test
0001_dcb5338f-bc10-4aed-8c89-d4ac3cdb8c89,DemoBatch,0001,52948,0.0053926341531376097,0.0025603621919630497,2021-08-16T15:22:51Z,broyet
0002_bc8f221e-9a49-4f1c-8be6-70439f1c14c5,DemoBatch,0002,71598,0.012576791732096363,-0.0047631453494896749,2021-08-16T15:23:00Z,broyet
0003_ded116e3-f30c-4901-9463-e3d9f6409b22,DemoBatch,0003,50825,0.0079611202163634778,0.0026421088073334746,2021-08-16T15:23:06Z,broyet
0004_8fa422ad-f947-405f-8725-893e35bb311b,DemoBatch,0004,84565,0.012963300060839204,0.0064248651050817082,2021-08-16T15:23:18Z,broyet
